,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
157,22-Aug-2016,8667.0,8684.85,8614.0,8629.15,156976546,7394.57
158,23-Aug-2016,8628.35,8642.15,8580.0,8632.6,193302503,7309.82
159,24-Aug-2016,8648.5,8661.05,8620.9,8650.3,154168043,7199.72
160,25-Aug-2016,8668.85,8683.05,8583.65,8592.2,219736214,10508.32
161,26-Aug-2016,8614.35,8622.95,8547.55,8572.55,152146666,7153.37
162,29-Aug-2016,8583.75,8622.0,8543.75,8607.45,133723771,6857.99
163,30-Aug-2016,8646.75,8750.6,8642.25,8744.35,154828719,8392.76
164,31-Aug-2016,8754.05,8819.2,8754.05,8786.2,373422334,22534.29
165,01-Sep-2016,8793.6,8813.25,8759.95,8774.65,246336047,9653.93
166,02-Sep-2016,8796.35,8824.1,8768.2,8809.65,197385217,8231.93
167,06-Sep-2016,8852.7,8950.85,8848.45,8943.0,201617132,9571.31
168,07-Sep-2016,8968.7,8968.7,8913.35,8917.95,299145644,11430.95
169,08-Sep-2016,8915.5,8960.35,8896.0,8952.5,223937056,10773.98
170,09-Sep-2016,8934.3,8939.15,8858.7,8866.7,181344327,9976.28
171,12-Sep-2016,8732.95,8746.95,8699.4,8715.6,190199613,9248.73
172,14-Sep-2016,8710.65,8739.85,8688.9,8726.6,189984289,9112.57
173,15-Sep-2016,8743.85,8751.95,8704.35,8742.55,149889703,7347.34
174,16-Sep-2016,8780.85,8847.65,8750.5,8779.85,274039556,14430.63
175,19-Sep-2016,8788.45,8824.3,8774.2,8808.4,135814177,7364.64
176,20-Sep-2016,8816.1,8816.45,8759.3,8775.9,140718486,7035.07
177,21-Sep-2016,8790.3,8826.85,8757.3,8777.15,153441330,7572.41
178,22-Sep-2016,8873.35,8893.35,8837.8,8867.45,178136644,9305.56
179,23-Sep-2016,8880.75,8885.2,8820.3,8831.55,191618169,9793.98
180,26-Sep-2016,8807.9,8809.55,8715.1,8723.05,169050086,8518.5
181,27-Sep-2016,8748.9,8768.5,8690.5,8706.4,156100521,7446.12
182,28-Sep-2016,8711.2,8767.05,8703.15,8745.15,170643694,8348.19
183,29-Sep-2016,8792.7,8800.65,8558.25,8591.25,384395249,19467.3
184,30-Sep-2016,8581.5,8637.15,8555.2,8611.15,187333285,8849.27
185,03-Oct-2016,8666.15,8745.2,8635.0,8738.1,141472076,7173.62
186,04-Oct-2016,8770.0,8783.65,8736.1,8769.15,189990151,8251.59
187,05-Oct-2016,8806.35,8806.95,8731.4,8743.95,162103951,6866.33
188,06-Oct-2016,8768.7,8781.15,8684.65,8709.55,168713605,8114.93
189,07-Oct-2016,8721.7,8723.7,8663.8,8697.6,155053800,8144.3
190,10-Oct-2016,8735.35,8745.8,8703.95,8708.8,111794053,5159.83
191,13-Oct-2016,8671.5,8681.55,8541.35,8573.35,218861324,10581.55
192,14-Oct-2016,8594.0,8604.45,8549.8,8583.4,167848947,9613.47
193,17-Oct-2016,8612.95,8615.4,8506.15,8520.4,203516577,8590.35
194,18-Oct-2016,8556.05,8685.1,8555.9,8677.9,216626083,9162.11
195,19-Oct-2016,8697.5,8698.75,8636.7,8659.1,177397872,7790.01
196,20-Oct-2016,8693.35,8727.0,8678.3,8699.4,165952091,7120.32
197,21-Oct-2016,8708.6,8709.1,8652.05,8693.05,162162047,8022.44
198,24-Oct-2016,8709.85,8736.95,8684.15,8708.95,161966274,6876.28
199,25-Oct-2016,8721.7,8722.65,8663.45,8691.3,195696479,8718.02
200,26-Oct-2016,8657.3,8657.3,8596.6,8615.25,226133074,9696.9
201,27-Oct-2016,8607.1,8624.85,8550.25,8615.25,250336333,12300.53
202,28-Oct-2016,8625.0,8653.75,8581.75,8638.0,180906084,8953.72
203,30-Oct-2016,8672.35,8678.25,8616.25,8625.7,16610872,805.89
204,01-Nov-2016,8653.15,8669.6,8614.5,8626.25,170068995,8441.3
205,02-Nov-2016,8542.8,8549.5,8504.85,8514.0,160130480,7683.07
206,03-Nov-2016,8499.85,8537.65,8476.15,8484.95,175773254,7558.06
207,04-Nov-2016,8503.6,8504.0,8400.25,8433.75,231783152,11798.48
208,07-Nov-2016,8535.75,8535.85,8481.45,8497.05,178070534,8436.7
209,08-Nov-2016,8540.0,8559.4,8480.1,8543.55,201759648,8515.57
210,09-Nov-2016,8067.5,8476.2,8002.25,8432.0,323968654,15536.37
211,10-Nov-2016,8555.6,8598.45,8510.7,8525.75,271196930,12386.39
212,11-Nov-2016,8456.65,8460.6,8284.95,8296.3,275221694,12485.11
213,15-Nov-2016,8284.85,8288.55,8093.2,8108.45,370298063,17387.22
214,16-Nov-2016,8205.65,8210.05,8089.4,8111.6,277801233,13705.03
215,17-Nov-2016,8105.1,8151.25,8060.3,8079.95,197183084,8713.06
216,18-Nov-2016,8097.55,8128.95,8048.3,8074.1,166199545,7901.64
217,21-Nov-2016,8102.1,8102.45,7916.4,7929.1,225608889,9199.11
218,22-Nov-2016,7989.15,8019.05,7938.15,8002.3,216677654,9000.44
219,23-Nov-2016,8051.2,8055.2,7973.1,8033.3,186602328,8681.67
220,24-Nov-2016,8011.8,8024.85,7952.55,7965.5,268619026,11868.11
221,25-Nov-2016,8007.95,8122.25,7976.75,8114.3,183355873,8920.79
222,28-Nov-2016,8080.65,8146.5,8066.5,8126.9,195595287,8666.87
223,29-Nov-2016,8131.55,8197.35,8128.7,8142.15,195618384,8486.32
224,30-Nov-2016,8172.15,8234.25,8139.25,8224.5,255725357,14473.78
225,01-Dec-2016,8244.0,8250.8,8185.05,8192.9,162597213,7720.96
226,02-Dec-2016,8153.55,8159.3,8070.05,8086.8,176767415,8050.5
227,05-Dec-2016,8088.75,8141.9,8056.85,8128.75,130435865,6432.02
228,06-Dec-2016,8153.15,8178.7,8130.85,8143.15,118854323,5417.56
229,07-Dec-2016,8168.4,8190.45,8077.5,8102.05,175024334,7900.03
230,08-Dec-2016,8152.1,8256.25,8151.75,8246.85,146857616,7275.01
231,09-Dec-2016,8271.7,8274.95,8241.95,8261.75,154344775,6866.81
232,12-Dec-2016,8230.65,8230.65,8154.45,8170.8,111432551,5026.02
233,13-Dec-2016,8196.15,8228.85,8155.8,8221.8,189739559,8976.54
234,14-Dec-2016,8229.35,8229.4,8165.1,8182.45,149132520,6763.63
235,15-Dec-2016,8128.4,8225.9,8121.95,8153.6,187425988,8579.44
236,16-Dec-2016,8178.2,8178.7,8127.45,8139.45,209268331,9854.07
237,19-Dec-2016,8126.0,8132.5,8094.85,8104.35,110669713,5272.2
238,20-Dec-2016,8110.6,8124.1,8062.75,8082.4,132026742,6296.67
239,21-Dec-2016,8105.85,8112.55,8053.25,8061.3,127543733,6304.6
240,22-Dec-2016,8043.85,8046.45,7964.95,7979.1,126409580,6206.58
241,23-Dec-2016,7972.5,8022.6,7942.05,7985.75,127921701,5907.28
242,26-Dec-2016,7965.1,7970.05,7893.8,7908.25,110171222,4808.67
243,27-Dec-2016,7915.05,8044.65,7903.7,8032.85,122463312,5282.66
244,28-Dec-2016,8047.55,8100.55,8028.4,8034.85,130580701,5816.34
245,29-Dec-2016,8030.6,8111.1,8020.8,8103.6,183984077,7635.4
246,30-Dec-2016,8119.65,8197.0,8114.75,8185.8,131457250,5800.7
0,02-Jan-2017,8210.1,8212.0,8133.8,8179.5,122016111,5255.49
1,03-Jan-2017,8196.05,8219.1,8148.6,8192.25,131186021,6053.67
2,04-Jan-2017,8202.65,8218.5,8180.9,8190.5,136476345,6543.13
3,05-Jan-2017,8226.65,8282.65,8223.7,8273.8,163957452,8180.68
4,06-Jan-2017,8281.85,8306.85,8233.25,8243.8,143689850,7298.74
5,09-Jan-2017,8259.35,8263.0,8227.75,8236.05,102211190,5197.62
6,10-Jan-2017,8262.7,8293.8,8261.0,8288.6,147312927,6904.57
7,11-Jan-2017,8327.8,8389.0,8322.25,8380.65,192285417,8938.68
8,12-Jan-2017,8391.05,8417.2,8382.3,8407.2,177948383,7359.24
9,13-Jan-2017,8457.65,8461.05,8373.15,8400.35,190949616,9156.16
10,16-Jan-2017,8390.95,8426.7,8374.4,8412.8,127938836,6043.67
11,17-Jan-2017,8415.05,8440.9,8378.3,8398.0,125781216,6389.21
12,18-Jan-2017,8403.85,8460.3,8397.4,8417.0,168867039,7411.23
13,19-Jan-2017,8418.4,8445.15,8404.05,8435.1,170956149,7324.14
14,20-Jan-2017,8404.35,8423.65,8340.95,8349.35,208901233,9014.51
15,23-Jan-2017,8329.6,8404.15,8327.2,8391.5,200993100,8664.94
16,24-Jan-2017,8407.05,8480.95,8398.15,8475.8,184745781,8524.17
17,25-Jan-2017,8499.45,8612.6,8493.95,8602.75,301490150,13901.89
18,27-Jan-2017,8610.5,8672.7,8606.9,8641.25,283905821,11568.92
19,30-Jan-2017,8635.55,8662.6,8617.75,8632.75,314110760,9333.49
20,31-Jan-2017,8629.45,8631.75,8552.4,8561.3,537110119,14721.17
21,01-Feb-2017,8570.35,8722.4,8537.5,8716.4,337797412,13494.05
22,02-Feb-2017,8724.75,8757.6,8685.8,8734.25,292329202,11555.02
23,03-Feb-2017,8735.15,8748.25,8707.75,8740.95,196936238,8193.45
24,06-Feb-2017,8785.45,8814.1,8770.2,8801.05,200403782,8701.51
25,07-Feb-2017,8805.7,8809.3,8741.05,8768.3,233294532,9060.63
26,08-Feb-2017,8774.55,8791.25,8715.0,8769.05,225485726,9110.24
27,09-Feb-2017,8795.55,8821.4,8724.1,8778.4,193282248,8972.67
28,10-Feb-2017,8812.35,8822.1,8771.2,8793.55,232947341,10320.17
29,13-Feb-2017,8819.8,8826.9,8754.2,8805.05,211180353,8659.48
30,14-Feb-2017,8819.9,8820.45,8772.5,8792.3,194133563,8494.44
31,15-Feb-2017,8778.95,8807.9,8712.85,8724.7,222828919,10472.37
32,16-Feb-2017,8739.0,8783.95,8719.6,8778.0,190277738,9695.63
33,17-Feb-2017,8883.7,8896.45,8804.25,8821.7,307526025,23432.58
34,20-Feb-2017,8818.55,8886.25,8809.8,8879.2,173022362,7833.53
35,21-Feb-2017,8890.75,8920.8,8860.95,8907.85,181091326,8863.71
36,22-Feb-2017,8931.6,8960.75,8905.25,8926.9,254677956,13514.08
37,23-Feb-2017,8956.4,8982.15,8927.55,8939.5,388874096,17243.08
38,27-Feb-2017,8943.7,8951.8,8888.65,8896.7,195847099,10388.83
39,28-Feb-2017,8898.95,8914.75,8867.6,8879.6,302722890,13819.57
40,01-Mar-2017,8904.4,8960.8,8898.6,8945.8,212328974,9681.99
41,02-Mar-2017,8982.85,8992.5,8879.8,8899.75,225608140,10075.19
42,03-Mar-2017,8883.5,8907.1,8860.1,8897.55,208915878,9783.57
43,06-Mar-2017,8915.1,8967.8,8914.0,8963.45,180194586,8955.06
44,07-Mar-2017,8977.75,8977.85,8932.8,8946.9,178827506,8149.28
45,08-Mar-2017,8950.7,8957.05,8891.95,8924.3,183325544,9489.36
46,09-Mar-2017,8914.5,8945.8,8899.5,8927.0,176810453,8493.21
47,10-Mar-2017,8953.7,8975.7,8903.95,8934.55,157419999,7385.28
48,14-Mar-2017,9091.65,9122.75,9060.5,9087.0,278726933,14087.57
49,15-Mar-2017,9086.85,9106.55,9075.5,9084.8,248033251,9671.51
50,16-Mar-2017,9129.65,9158.45,9128.55,9153.7,215096446,9275.05
51,17-Mar-2017,9207.8,9218.4,9147.6,9160.05,295554265,13226.29
52,20-Mar-2017,9166.95,9167.6,9116.3,9126.85,342395900,9251.16
53,21-Mar-2017,9133.95,9147.75,9087.2,9121.5,255396073,10191.6
54,22-Mar-2017,9047.2,9072.9,9019.3,9030.45,239463699,10065.92
55,23-Mar-2017,9048.75,9099.05,9048.6,9086.3,197705274,8699.36
56,24-Mar-2017,9104.0,9133.55,9089.4,9108.0,210021581,8853.03
57,27-Mar-2017,9093.45,9094.85,9024.65,9045.2,209036051,8921.57
58,28-Mar-2017,9081.5,9110.4,9079.8,9100.8,188985603,8139.28
59,29-Mar-2017,9128.7,9153.15,9109.1,9143.8,250902906,11089.43
60,30-Mar-2017,9142.6,9183.15,9136.35,9173.75,333410368,15585.42
61,31-Mar-2017,9158.9,9191.7,9152.1,9173.75,196771674,10955.05
62,03-Apr-2017,9220.6,9245.35,9192.4,9237.85,143444541,8337.06
63,05-Apr-2017,9264.4,9273.9,9215.4,9265.15,190529461,11461.96
64,06-Apr-2017,9245.8,9267.95,9218.85,9261.95,191937207,10332.6
65,07-Apr-2017,9223.7,9250.5,9188.1,9198.3,195918747,10217.13
66,10-Apr-2017,9225.6,9225.65,9174.85,9181.45,139968750,8140.08
67,11-Apr-2017,9184.55,9242.7,9172.85,9237.0,206261727,9385.2
68,12-Apr-2017,9242.5,9246.4,9161.8,9203.45,166755013,8412.97
69,13-Apr-2017,9202.5,9202.65,9144.95,9150.8,171695600,8908.17
70,17-Apr-2017,9144.75,9160.0,9120.25,9139.3,132244225,6473.27
71,18-Apr-2017,9163.0,9217.9,9095.45,9105.15,179569574,8527.5
72,19-Apr-2017,9112.2,9120.5,9075.15,9103.5,179117382,8950.27
73,20-Apr-2017,9108.1,9143.9,9102.65,9136.4,175629897,8843.5
74,21-Apr-2017,9179.1,9183.65,9088.75,9119.4,159981265,8476.63
75,24-Apr-2017,9135.35,9225.4,9130.55,9217.95,172908048,9720.75
76,25-Apr-2017,9273.05,9309.2,9250.35,9306.6,173896951,10426.02
77,26-Apr-2017,9336.2,9367.0,9301.35,9351.85,191395120,10483.32
78,27-Apr-2017,9359.15,9367.15,9322.65,9342.15,215881711,12910.38
79,28-Apr-2017,9340.95,9342.65,9282.25,9304.05,167229353,8673.32
80,02-May-2017,9339.85,9352.55,9269.9,9313.8,166558241,9110.59
81,03-May-2017,9344.7,9346.3,9298.4,9311.95,156342492,7975.14
82,04-May-2017,9360.95,9365.65,9323.25,9359.9,277895923,12379.74
83,05-May-2017,9374.55,9377.1,9272.0,9285.3,239133531,10466.68
84,08-May-2017,9311.45,9338.7,9297.95,9314.05,179709949,8300.22
85,09-May-2017,9337.35,9338.95,9307.7,9316.85,136417428,7504.66
86,10-May-2017,9339.65,9414.75,9336.0,9407.3,157363135,8619.06
87,11-May-2017,9448.6,9450.65,9411.3,9422.4,176439840,9289.89
88,12-May-2017,9436.65,9437.75,9372.55,9400.9,159079418,9813.47
89,15-May-2017,9433.55,9449.25,9423.1,9445.4,145163953,7790.97
90,16-May-2017,9461.0,9517.2,9456.35,9512.25,171709433,9209.89
91,17-May-2017,9517.6,9532.6,9486.1,9525.75,211856040,10726.23
92,18-May-2017,9453.2,9489.1,9418.1,9429.45,199340647,10782.46
93,19-May-2017,9469.9,9505.75,9390.75,9427.9,259861396,11544.77
94,22-May-2017,9480.25,9498.65,9427.9,9438.25,202874757,9432.97
95,23-May-2017,9445.05,9448.05,9370.0,9386.15,231345629,11553.27
96,24-May-2017,9410.9,9431.9,9341.65,9360.55,218265181,11045.95
97,25-May-2017,9384.05,9523.3,9379.2,9509.75,298147347,16964.26
98,26-May-2017,9507.75,9604.9,9495.4,9595.1,225647631,11204.36
99,29-May-2017,9560.05,9637.75,9547.7,9604.9,242266034,12484.61
100,30-May-2017,9590.65,9635.3,9581.2,9624.55,199894193,9765.4
101,31-May-2017,9636.55,9649.6,9609.25,9621.25,427053433,19605.94
102,01-Jun-2017,9603.55,9634.65,9589.9,9616.1,181533283,9482.61
103,02-Jun-2017,9657.15,9673.5,9637.45,9653.5,167195027,8564.3
104,05-Jun-2017,9656.3,9687.2,9640.7,9675.1,131685021,7192.24
105,06-Jun-2017,9704.25,9709.3,9630.2,9637.15,150379695,8416.55
106,07-Jun-2017,9663.95,9678.55,9630.55,9663.9,165669924,8989.36
107,08-Jun-2017,9682.4,9688.7,9641.5,9647.25,160165459,8822.63
108,09-Jun-2017,9638.55,9676.25,9608.15,9668.25,163897548,9078.71
109,12-Jun-2017,9646.7,9647.05,9598.5,9616.4,145786938,7686.89
110,13-Jun-2017,9615.55,9654.15,9595.4,9606.9,133734363,7056.83
111,14-Jun-2017,9621.55,9627.4,9580.45,9618.15,187378750,10540.68
112,15-Jun-2017,9617.9,9621.4,9560.8,9578.05,176423424,9868.08
113,16-Jun-2017,9595.45,9615.85,9565.5,9588.05,219808528,11920.62
114,19-Jun-2017,9626.4,9673.3,9614.9,9657.55,146146062,8144.36
115,20-Jun-2017,9670.5,9676.5,9643.75,9653.5,164437226,8476.67
116,21-Jun-2017,9648.1,9650.45,9608.6,9633.6,148490556,8023.4
117,22-Jun-2017,9642.65,9698.85,9617.75,9630.0,204888654,10738.45
118,23-Jun-2017,9643.25,9647.65,9565.3,9574.95,180580579,9092.74
119,27-Jun-2017,9594.05,9615.4,9473.45,9511.4,209593904,11084.51
120,28-Jun-2017,9520.2,9522.5,9474.35,9491.25,177652206,9103.73
121,29-Jun-2017,9522.95,9575.8,9493.8,9504.1,267283587,13395.85
122,30-Jun-2017,9478.5,9535.8,9448.75,9520.9,185202600,8783.59
123,03-Jul-2017,9587.95,9624.0,9543.55,9615.0,188690599,8720.76
124,04-Jul-2017,9645.9,9650.65,9595.5,9613.3,149313755,7774.69
125,05-Jul-2017,9619.75,9643.65,9607.35,9637.6,134849476,7311.1
126,06-Jul-2017,9653.6,9700.7,9639.95,9674.55,152001940,7539.21
127,07-Jul-2017,9670.35,9684.25,9642.65,9665.8,146232151,8514.53
128,10-Jul-2017,9719.3,9782.15,9646.45,9771.05,40142973,1920.78
129,11-Jul-2017,9797.45,9830.05,9778.85,9786.05,185322358,9908.41
130,12-Jul-2017,9807.3,9824.95,9787.7,9816.1,150045594,7966.44
131,13-Jul-2017,9855.8,9897.25,9853.45,9891.7,186866752,10244.56
132,14-Jul-2017,9913.3,9913.3,9845.45,9886.35,164456602,9187.71
133,17-Jul-2017,9908.15,9928.2,9894.7,9915.95,168596771,8310.48
134,18-Jul-2017,9832.7,9885.35,9792.05,9827.15,303007860,13184.22
135,19-Jul-2017,9855.95,9905.05,9851.65,9899.6,206376192,10935.6
136,20-Jul-2017,9920.2,9922.55,9863.45,9873.3,166083004,8942.56
137,21-Jul-2017,9899.6,9924.7,9838.0,9915.25,193286125,11860.28
138,24-Jul-2017,9936.8,9982.05,9919.6,9966.4,179905535,10837.2
139,25-Jul-2017,10010.55,10011.3,9949.1,9964.55,191206247,10491.32
140,26-Jul-2017,9983.65,10025.95,9965.95,10020.65,203697844,11403.3
141,27-Jul-2017,10063.25,10114.85,10005.5,10020.55,296782048,18601.99
142,28-Jul-2017,9996.55,10026.05,9944.5,10014.5,197491415,11996.8
143,31-Jul-2017,10034.7,10085.9,10016.95,10077.1,245096535,13131.89
144,01-Aug-2017,10101.05,10128.6,10065.75,10114.65,190000516,11515.29
145,02-Aug-2017,10136.3,10137.85,10054.2,10081.5,166463276,9165.92
146,03-Aug-2017,10081.15,10081.15,9998.25,10013.65,198665837,10714.1
147,04-Aug-2017,10008.6,10075.25,9988.35,10066.4,184082134,10397.88
148,07-Aug-2017,10074.8,10088.1,10046.35,10057.4,141566282,7827.95
149,08-Aug-2017,10068.35,10083.8,9947.0,9978.55,209645343,10780.41
150,09-Aug-2017,9961.15,9969.8,9893.05,9908.05,174395293,8831.72
151,10-Aug-2017,9872.85,9892.65,9776.2,9820.25,242820594,12040.13
152,11-Aug-2017,9712.15,9771.65,9685.55,9710.8,294732998,13435.56
153,14-Aug-2017,9755.75,9818.3,9752.1,9794.15,201613585,9486.82
154,16-Aug-2017,9825.85,9903.95,9773.85,9897.3,226269013,10815.38
155,17-Aug-2017,9945.55,9947.8,9883.75,9904.15,203652311,9927.47
156,18-Aug-2017,9865.95,9865.95,9783.65,9837.4,253931517,15636.16
157,21-Aug-2017,9864.25,9884.35,9740.1,9754.35,211627775,11764.0
158,22-Aug-2017,9815.75,9828.45,9752.6,9765.55,189267122,9850.89
159,23-Aug-2017,9803.05,9857.9,9786.75,9852.5,173815509,9961.13
160,24-Aug-2017,9881.2,9881.5,9848.85,9857.05,190398702,10392.63
161,28-Aug-2017,9907.15,9925.75,9882.0,9912.8,164493772,9900.06
162,29-Aug-2017,9886.4,9887.35,9783.75,9796.05,178668444,8469.09
163,30-Aug-2017,9859.5,9909.45,9850.8,9884.4,162704136,8008.72
164,31-Aug-2017,9905.7,9925.1,9856.95,9917.9,337782004,14619.43
165,01-Sep-2017,9937.65,9983.45,9909.85,9974.4,162730656,9314.82
166,04-Sep-2017,9984.15,9988.4,9861.0,9912.85,153369495,8069.64
167,05-Sep-2017,9933.25,9963.1,9901.05,9952.2,143522342,7566.62
168,06-Sep-2017,9899.25,9931.55,9882.55,9916.2,153767846,8926.98
169,07-Sep-2017,9945.85,9964.85,9917.2,9929.9,194626599,9455.48
170,08-Sep-2017,9958.65,9963.6,9913.3,9934.8,168698771,8792.49
171,11-Sep-2017,9971.75,10028.65,9968.8,10006.05,178409875,9545.94
172,12-Sep-2017,10056.85,10097.55,10028.05,10093.05,188248293,9894.2
173,13-Sep-2017,10099.25,10131.95,10063.15,10079.3,221608053,10682.41
174,14-Sep-2017,10107.4,10126.5,10070.35,10086.6,232637517,11047.46
175,15-Sep-2017,10062.35,10115.15,10043.65,10085.4,274799134,13650.9
176,18-Sep-2017,10133.1,10171.7,10131.3,10153.1,160852680,8106.66
177,19-Sep-2017,10175.6,10178.95,10129.95,10147.55,193345992,8796.21
178,20-Sep-2017,10160.95,10171.05,10134.2,10141.15,205605243,10105.71
179,21-Sep-2017,10139.6,10158.9,10058.6,10121.9,197710666,11114.28
180,22-Sep-2017,10094.35,10095.05,9952.8,9964.4,233621596,11941.88
181,25-Sep-2017,9960.1,9960.5,9816.05,9872.6,228206970,11258.68
182,26-Sep-2017,9875.25,9891.35,9813.0,9871.5,196792799,9754.02
183,27-Sep-2017,9920.6,9921.05,9714.4,9735.75,206305991,10127.39
184,28-Sep-2017,9736.4,9789.2,9687.55,9768.95,396874518,18962.4
185,29-Sep-2017,9814.3,9854.0,9775.35,9788.6,202350211,11087.11
186,03-Oct-2017,9893.3,9895.4,9831.05,9859.5,167833406,9698.55
187,04-Oct-2017,9884.35,9938.3,9850.65,9914.9,160993982,8790.29
188,05-Oct-2017,9927.0,9945.95,9881.85,9888.7,152362417,7823.55
189,06-Oct-2017,9908.15,9989.35,9906.6,9979.7,201858899,9986.18
190,09-Oct-2017,9988.2,10015.75,9959.45,9988.75,148395842,7425.19
191,10-Oct-2017,10013.7,10034.0,10002.3,10016.95,153246570,8055.5
192,11-Oct-2017,10042.6,10067.25,9955.8,9984.8,195593061,10227.9
193,12-Oct-2017,10011.2,10104.45,9977.1,10096.4,207106672,10579.8
194,13-Oct-2017,10123.7,10191.9,10120.1,10167.45,237230047,12379.8
195,16-Oct-2017,10207.4,10242.95,10175.1,10230.85,209327364,11774.68
196,17-Oct-2017,10227.65,10251.85,10212.6,10234.45,201782377,10422.81
197,18-Oct-2017,10209.4,10236.45,10175.75,10210.85,262111790,13177.83
198,19-Oct-2017,10210.35,10211.95,10123.35,10146.55,31086379,1685.16
199,23-Oct-2017,10176.65,10224.15,10124.5,10184.85,224799211,12144.31
200,24-Oct-2017,10218.55,10237.75,10182.4,10207.7,223914325,11539.73
201,25-Oct-2017,10321.15,10340.55,10240.9,10295.35,612620774,25922.51
202,26-Oct-2017,10291.8,10355.65,10271.85,10343.8,443036008,23135.46
203,27-Oct-2017,10362.3,10366.15,10311.3,10323.05,322411410,15149.9
204,30-Oct-2017,10353.85,10384.5,10344.3,10363.65,244193178,12558.7
205,31-Oct-2017,10364.9,10367.7,10323.95,10335.3,239809700,12830.06
206,01-Nov-2017,10390.35,10451.65,10383.05,10440.5,268270466,14206.21
207,02-Nov-2017,10440.5,10453.0,10412.55,10423.8,207735021,10779.63
208,03-Nov-2017,10461.55,10461.7,10403.6,10452.5,206101238,10070.83
209,06-Nov-2017,10431.75,10490.45,10413.75,10451.8,199559409,10231.76
210,07-Nov-2017,10477.15,10485.75,10340.8,10350.15,295830692,16182.46
211,08-Nov-2017,10361.95,10384.25,10285.5,10303.15,282950322,14789.39
212,09-Nov-2017,10358.65,10368.45,10266.95,10308.95,247606613,12697.28
213,10-Nov-2017,10304.35,10344.95,10254.1,10321.75,287962940,14682.6
214,13-Nov-2017,10322.0,10334.15,10216.25,10224.95,216799588,11783.34
215,14-Nov-2017,10223.4,10248.0,10175.55,10186.6,314413476,15398.97
216,15-Nov-2017,10171.95,10175.45,10094.0,10118.05,213836202,11609.18
217,16-Nov-2017,10152.9,10232.25,10139.2,10214.75,188180035,9995.55
218,17-Nov-2017,10324.55,10343.6,10268.05,10283.6,209592893,11023.35
219,20-Nov-2017,10287.2,10309.85,10261.5,10298.75,151751415,8502.63
220,21-Nov-2017,10329.25,10358.7,10315.05,10326.9,191859084,10443.99
221,22-Nov-2017,10350.8,10368.7,10309.55,10342.3,162504058,9136.04
222,23-Nov-2017,10358.45,10374.3,10307.3,10348.75,157651842,8789.42
223,24-Nov-2017,10366.8,10404.5,10362.25,10389.7,133177324,8197.66
224,27-Nov-2017,10361.05,10407.15,10340.2,10399.55,146276512,7551.71
225,28-Nov-2017,10387.9,10409.55,10355.2,10370.25,202050866,9979.25
226,29-Nov-2017,10376.65,10392.95,10345.9,10361.3,157192930,8852.8
227,30-Nov-2017,10332.7,10332.7,10211.25,10226.55,353105240,19005.56
228,01-Dec-2017,10263.7,10272.7,10108.55,10121.8,147765528,8518.58
229,04-Dec-2017,10175.05,10179.2,10095.7,10127.75,153240126,8458.66
230,05-Dec-2017,10118.25,10147.95,10069.1,10118.25,160253042,8749.09
231,06-Dec-2017,10088.8,10104.2,10033.35,10044.1,171208366,9598.82
232,07-Dec-2017,10063.45,10182.65,10061.9,10166.7,171339022,9910.28
233,08-Dec-2017,10198.45,10270.85,10195.25,10265.65,206234019,11468.15
234,11-Dec-2017,10310.5,10329.2,10282.05,10322.25,152034656,8453.76
235,12-Dec-2017,10324.9,10326.1,10230.2,10240.15,180546894,10380.24
236,13-Dec-2017,10236.6,10296.55,10169.85,10192.95,187191964,10070.44
237,14-Dec-2017,10229.3,10276.1,10141.55,10252.1,159103960,9549.23
238,15-Dec-2017,10345.65,10373.1,10319.65,10333.25,262974703,15106.77
239,18-Dec-2017,10263.1,10443.55,10074.8,10388.75,237506982,12921.61
240,19-Dec-2017,10414.8,10472.2,10406.0,10463.2,174340665,10982.95
241,20-Dec-2017,10494.4,10494.45,10437.15,10444.2,180597460,11303.0
242,21-Dec-2017,10473.95,10473.95,10426.9,10440.3,156646972,9411.2
243,22-Dec-2017,10457.3,10501.1,10448.25,10493.0,143119167,8755.32
244,26-Dec-2017,10512.3,10545.45,10477.95,10531.5,160417384,9043.77
245,27-Dec-2017,10531.05,10552.4,10469.25,10490.75,170307122,9077.6
246,28-Dec-2017,10498.2,10534.55,10460.45,10477.9,281309989,14551.58
247,29-Dec-2017,10492.35,10538.7,10488.65,10530.7,156736221,8943.1
0,01-Jan-2018,10531.7,10537.85,10423.1,10435.55,134532090,7546.56
1,02-Jan-2018,10477.55,10495.2,10404.65,10442.2,158092430,8665.47
2,03-Jan-2018,10482.65,10503.6,10429.55,10443.2,172516859,9541.6
3,04-Jan-2018,10469.4,10513.0,10441.45,10504.8,180257392,9561.95
4,05-Jan-2018,10534.25,10566.1,10520.1,10558.85,186469717,10306.22
5,08-Jan-2018,10591.7,10631.2,10588.55,10623.6,174181231,9907.27
6,09-Jan-2018,10645.1,10659.15,10603.6,10637.0,211291563,10733.37
7,10-Jan-2018,10652.05,10655.5,10592.7,10632.2,181900014,9720.65
8,11-Jan-2018,10637.05,10664.6,10612.35,10651.2,158630055,9635.01
9,12-Jan-2018,10682.55,10690.4,10597.1,10681.25,180592153,11005.12
10,15-Jan-2018,10718.5,10782.65,10713.8,10741.55,181262074,11333.11
11,16-Jan-2018,10761.5,10762.35,10687.85,10700.45,217468081,12709.44
